State,City,Average Summer Temp(F),Average Winter Temp (F),Average Annual Temp (F),Average Annual Precipitation (in.),Average Annual Clear Days (Days),Average Humidity Morn­ing (%),Average Humidity After­noon (%),Average Yearly Snowfall (Days),Average Yearly Snowfall (in.)
Arkansas,Mount Ida,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Mountain Home,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Mountain View,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Mountainburg,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Murfreesboro,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Nashville,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Newport,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,North Little Rock,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Osceola,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Ozark,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Paragould,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Paron,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Pine Bluff,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Plainview,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Pocahontas,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Portland,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Prescott,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Rison,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Royal,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Russellville,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Saint Charles,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Salem,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Saratoga,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Searcy,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Sheridan,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Siloam Springs,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Sparkman,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Stamps,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Star City,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Subiaco,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Waldron,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Warren,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Watson,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,West Memphis,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Wynne,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
Arkansas,Yellville,78.8,41.5,60.4,50.6,123,85,49,3.8,5.2
California,Acampo,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Adin,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Alpine,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Alta,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Alturas,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Anaheim,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Angwin,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Antioch,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Arnold,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Auberry,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Auburn,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Avalon,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Baker,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Bakersfield,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Barstow,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Beaumont,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Ben Lomond,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Berkeley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Big Bar,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Big Bear Lake,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Big Creek,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Big Sur,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Bishop,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Blue Canyon,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Blythe,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Bodega Bay,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Borrego Springs,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Brawley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Bridgeport,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Brooks,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Burbank,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Burney,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Buttonwillow,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Byron,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Calistoga,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Callahan,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Camarillo,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Camp Pendleton,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Campo,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Canby,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Carlotta,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Carlsbad,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Carmel Valley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Cassel,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Cedarville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Chester,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Chico,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Chino,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Chula Vista,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Clearlake,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Cloverdale,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Coalinga,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Colfax,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Colusa,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Concord,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Corcoran,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Corona,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Coronado,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Costa Mesa,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Covelo,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Crescent City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Culver City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Daggett,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Davis,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Death Valley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Desert Center,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Diamond Springs,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Dobbins,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Downieville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Doyle,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Dunsmuir,73.4,46.2,59.4,22.2,146,76,62,0,0
California,El Cajon,73.4,46.2,59.4,22.2,146,76,62,0,0
California,El Centro,73.4,46.2,59.4,22.2,146,76,62,0,0
California,El Toro,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Elk Creek,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Escondido,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Etna,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Eureka,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Fairfield,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Fish Camp,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Five Points,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Folsom,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Forks Of Salmon,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Fort Bidwell,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Fort Bragg,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Frazier Park,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Fremont,73.4,46.2,59.4,22.2,146,76,62,0,0
California,French Gulch,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Fresno,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Friant,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Fullerton,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Garberville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Georgetown,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Geyserville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Gilroy,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Glennville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Grass Valley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Graton,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Groveland,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Gustine,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Half Moon Bay,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Hanford,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Happy Camp,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Hat Creek,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Hawthorne,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Hayward,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Healdsburg,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Hemet,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Hollister,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Hume,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Huntington Lake,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Idyllwild,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Imperial,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Imperial Beach,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Independence,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Indio,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Inyokern,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Irvine,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Jackson,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Jamestown,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Jenner,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Joshua Tree,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Junction City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Kentfield,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Kernville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Kettleman City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,King City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Klamath,73.4,46.2,59.4,22.2,146,76,62,0,0
California,La Mesa,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Laguna Beach,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lake Arrowhead,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lake Elsinore,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lancaster,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lee Vining,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Leggett,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lemon Cove,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lemoore,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lewiston,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Likely,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lindsay,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Livermore,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lodi,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lompoc,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Long Beach,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Los Angeles,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Los Banos,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Los Gatos,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Lower Lake,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Madera,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Magalia,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mammoth Lakes,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Maricopa,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Markleeville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Martinez,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Marysville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mecca,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Menifee,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Merced,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mineral,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Modesto,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mojave,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Montebello,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Monterey,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Morgan Hill,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Morro Bay,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mount Hamilton,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mount Laguna,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mount Shasta,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mountain Pass,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Mountain View,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Napa,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Needles,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Nevada City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,New Cuyama,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Newark,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Newman,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Newport Beach,73.4,46.2,59.4,22.2,146,76,62,0,0
California,North Fork,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Oakland,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Oakley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Occidental,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Oceanside,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Ojai,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Olancha,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Olivehurst,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Ontario,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Orange Cove,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Orick,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Orland,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Orleans,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Oroville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Oxnard,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Pacifica,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Palm Springs,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Palmdale,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Palo Alto,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Palomar Mountain,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Paradise,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Parker Dam,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Pasadena,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Paso Robles,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Pearblossom,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Petaluma,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Pioneer,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Pismo Beach,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Placerville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Point Arena,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Point Mugu,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Pomona,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Porterville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Portola,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Potter Valley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Quincy,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Ramona,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Randsburg,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Red Bluff,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Redding,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Redlands,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Redwood City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Richmond,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Riverside,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sacramento,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Saint Helena,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Salinas,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Bernardino,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Diego,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Francisco,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Gabriel,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Gregorio,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Jacinto,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Jose,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Juan Capistrano,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Luis Obispo,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Rafael,73.4,46.2,59.4,22.2,146,76,62,0,0
California,San Simeon,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Ana,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Barbara,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Cruz,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Maria,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Monica,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Paula,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Rosa,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Santa Ynez,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Scotia,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sequoia National Park,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Shasta,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Shasta Lake,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Shelter Cove,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Shoshone,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sierra City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sierraville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Somes Bar,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sonoma,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sonora,73.4,46.2,59.4,22.2,146,76,62,0,0
California,South Lake Tahoe,73.4,46.2,59.4,22.2,146,76,62,0,0
California,South San Francisco,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Stevenson Ranch,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Stockton,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Strawberry Valley,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sun City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Susanville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Sutter Creek,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Taft,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Tahoe City,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Tehachapi,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Temecula,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Termo,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Thermal,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Thousand Oaks,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Three Rivers,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Torrance,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Tracy,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Trona,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Truckee,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Truckee,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Tulelake,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Turlock,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Tustin,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Twentynine Palms,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Ukiah,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Vacaville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Valley Springs,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Victorville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Visalia,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Vista,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Walnut Creek,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Warner Springs,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Wasco,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Watsonville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Weaverville,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Weed,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Westwood,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Whiskeytown,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Willits,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Willow Creek,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Willows,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Windsor,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Winters,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Woodland,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Wrightwood,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Yorba Linda,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Yosemite Natl Park,73.4,46.2,59.4,22.2,146,76,62,0,0
California,Yreka,73.4,46.2,59.4,22.2,146,76,62,0,0
Colorado,Akron,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Alamosa,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Allenspark,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Aspen,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Bailey,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Basalt,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Bedrock,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Blanca,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Boulder,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Briggsdale,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Brighton,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Buena Vista,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Burlington,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Byers,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Campo,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Canon City,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Castle Rock,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Cedaredge,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Center,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Cheyenne Wells,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Cimarron,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Coalmont,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Collbran,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Colorado Springs,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Cortez,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Craig,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Creede,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Crested Butte,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Crestone,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Cripple Creek,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Crook,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Del Norte,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Delta,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Denver,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Denver,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Dillon,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Dinosaur,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Dove Creek,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Durango,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Eads,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Eagle,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Elizabeth,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Estes Park,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Evergreen,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Fairplay,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Flagler,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Florissant,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Fort Collins,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Fort Morgan,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Fruita,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
Colorado,Gardner,65.2,25.8,45.1,15.9,136,60,35,19.1,19.1
