"city";"state";"county";"countyFips";"latitude";"longitude";"population";"propertyValue";"minTemp";"maxTemp";"sunny";"humidity";"rain";"snow";"color"
"Arlington Heights";"Illinois";"Cook";17031;42.0955;-87.9825;75525;23567;19.5;82.8;95;70;39.2;24.6;"blue"
"Arma";"Kansas";"Crawford";20037;37.5429;-94.7023;1444;67641;20.3;88.2;128;65;28.9;14.7;"red"
"Armada";"Michigan";"Macomb";26099;42.8424;-82.8828;1740;220563;15.0;76.6;71;72;32.8;51.1;"red"
"Armagh";"Pennsylvania";"Indiana";42063;40.4536;-79.0324;117;103791;21.0;81.2;87;65;42.9;28.2;"red"
"Arnold";"Missouri";"Jefferson";29099;38.4294;-90.3725;21319;158064;23.2;86.6;115;67;42.2;17.0;"red"
"Arnolds Park";"Iowa";"Dickinson";19059;43.36;-95.1264;1256;239137;13.5;82.8;105;67;34.0;34.9;"red"
"Arnoldsville";"Georgia";"Oglethorpe";13221;33.9103;-83.2181;355;164804;35.8;89.0;112;68;50.7;0.7;"red"
"Arroyo Grande";"California";"San Luis Obispo";6079;35.1243;-120.5849;18097;667449;42.6;79.8;146;69;22.2;0.0;"blue"
"Artesia";"California";"Los Angeles";6037;33.8676;-118.0806;16874;572136;42.6;79.8;146;69;22.2;0.0;"blue"
"Arvada";"Colorado";"Jefferson";8059;39.8321;-105.1508;117453;402667;12.2;81.3;136;47;15.9;19.1;"blue"
"Arvin";"California";"Kern";6029;35.1944;-118.8306;21086;163752;42.6;79.8;146;69;22.2;0.0;"red"
"Asbury";"Iowa";"Dubuque";19061;42.5118;-90.7799;5475;224583;13.5;82.8;105;67;34.0;34.9;"red"
"Asbury Park";"New Jersey";"Monmouth";34025;40.2226;-74.0118;15722;310422;24.6;82.2;94;71;47.1;16.5;"red"
"Ash Grove";"Missouri";"Greene";29077;37.3177;-93.581;1450;139359;23.2;86.6;115;67;42.2;17.0;"red"
"Asheboro";"North Carolina";"Randolph";37151;35.7159;-79.8128;26141;111337;30.9;84.8;109;67;50.3;7.6;"red"
"Asheville";"North Carolina";"Buncombe";37021;35.5703;-82.5536;89121;17838;29.0;83.0;212;76;37.0;13.2;"blue"
"Ashford";"Alabama";"Houston";1069;31.1859;-85.2363;2149;123896;36.6;89.6;99;68;58.3;1.6;"red"
"Ashland";"Kentucky";"Boyd";21019;38.4593;-82.6449;21038;78736;24.0;83.0;93;67;44.1;12.5;"red"
"Ashland";"Missouri";"Boone";29019;38.7888;-92.248;3876;183693;23.2;86.6;115;67;42.2;17.0;"blue"
"Ashland";"Nebraska";"Saunders";31155;41.0404;-96.3707;2566;190319;14.8;85.2;117;67;23.6;25.9;"red"
"Ashland";"Ohio";"Ashland";39005;40.8671;-82.3163;20489;85000;22.6;81.9;72;68;39.1;27.5;"red"
"Ashland";"Oregon";"Jackson";41029;42.1905;-122.6992;21639;461845;29.0;76.7;68;72;27.4;3.0;"red"
"Ashland";"Virginia";"Hanover";51085;37.7597;-77.4715;7649;256239;28.0;84.3;100;68;44.3;10.3;"red"
"Ashley";"Michigan";"Gratiot";26057;43.1877;-84.4765;553;79161;15.0;76.6;71;72;32.8;51.1;"red"
"Ashmore";"Illinois";"Coles";17029;39.5305;-88.0202;762;76799;19.5;82.8;95;70;39.2;24.6;"red"
"Ashtabula";"Ohio";"Ashtabula";39007;41.8805;-80.7984;18311;48396;21.0;78.0;72;68;42.3;27.5;"red"
"Ashville";"Ohio";"Pickaway";39129;39.7248;-82.9581;4194;175707;22.6;81.9;72;68;39.1;27.5;"red"
"Ashwaubenon";"Wisconsin";"Brown";55009;44.4796;-88.089;17274;163691;10.4;77.8;89;71;32.6;50.9;"red"
"Aspen";"Colorado";"Pitkin";8097;39.1948;-106.837;6871;1359558;10.0;75.0;136;47;24.9;178.8;"blue"
"Aspinwall";"Pennsylvania";"Allegheny";42003;40.4929;-79.9037;2737;297888;21.0;81.2;87;65;42.9;28.2;"blue"
"Assumption";"Illinois";"Christian";17021;39.5178;-89.0485;1104;70536;19.5;82.8;95;70;39.2;24.6;"red"
"Astatula";"Florida";"Lake";12069;28.7065;-81.7346;1955;197062;49.8;90.2;101;72;54.5;0.0;"red"
"Astoria";"Illinois";"Fulton";17057;40.2279;-90.3566;1081;44294;19.5;82.8;95;70;39.2;24.6;"red"
"Astoria";"Oregon";"Clatsop";41007;46.1856;-123.8047;9802;240726;37.0;66.0;126;81;67.3;1.4;"blue"
"Atascadero";"California";"San Luis Obispo";6079;35.4827;-120.6858;30330;513626;42.6;79.8;146;69;22.2;0.0;"blue"
"Athens";"Alabama";"Limestone";1083;34.7846;-86.9516;25393;135012;36.6;89.6;99;68;58.3;1.6;"red"
"Athens";"Illinois";"Menard";17129;39.9618;-89.7217;1950;154648;19.5;82.8;95;70;39.2;24.6;"red"
"Athens";"New York";"Greene";36039;42.2695;-73.8104;1609;186653;17.9;78.5;63;71;41.8;123.8;"red"
"Athens";"Ohio";"Athens";39009;39.3269;-82.0988;25341;171638;23.0;81.0;72;68;39.4;19.5;"blue"
"Athens";"Pennsylvania";"Bradford";42015;41.9515;-76.5186;3219;142959;21.0;81.2;87;65;42.9;28.2;"red"
"Athens";"Tennessee";"McMinn";47107;35.4573;-84.6042;13748;116307;28.5;86.5;102;68;54.2;6.3;"red"
"Athens";"Texas";"Henderson";48213;32.2053;-95.8348;12811;115042;39.8;93.0;135;65;28.9;1.5;"red"
"Atherton";"California";"San Mateo";6081;37.4539;-122.2032;7207;6935277;42.6;79.8;146;69;22.2;0.0;"blue"
"Athol";"Idaho";"Kootenai";16055;47.9446;-116.7079;741;344276;17.2;81.6;120;54;18.9;19.2;"red"
"Atkins";"Arkansas";"Pope";5115;35.2415;-92.9464;3059;78742;31.0;89.9;123;67;50.6;5.2;"red"
"Atkins";"Iowa";"Benton";19011;41.9942;-91.8585;1846;223845;13.5;82.8;105;67;34.0;34.9;"red"
"Atkinson";"Illinois";"Henry";17073;41.4154;-90.0083;945;108204;19.5;82.8;95;70;39.2;24.6;"red"
"Atkinson";"North Carolina";"Pender";37141;34.5275;-78.1697;337;111760;30.9;84.8;109;67;50.3;7.6;"red"
"Atlanta";"Georgia";"Fulton";13121;33.7627;-84.4231;472522;80001;36.0;87.0;217;68;49.7;0.7;"blue"
"Atlanta";"Illinois";"Logan";17107;40.2636;-89.2312;1648;86863;19.5;82.8;95;70;39.2;24.6;"red"
"Atlanta";"Indiana";"Hamilton";18057;40.2135;-86.0266;738;176859;21.4;83.1;88;70;41.7;25.9;"red"
"Atlanta";"Texas";"Cass";48067;33.1136;-94.1672;5638;102512;39.8;93.0;135;65;28.9;1.5;"red"
"Atlantic Beach";"Florida";"Duval";12031;30.3372;-81.4128;13452;365071;49.8;90.2;101;72;54.5;0.0;"red"
"Atlantic Beach";"New York";"Nassau";36059;40.5894;-73.7296;1908;861588;17.9;78.5;63;71;41.8;123.8;"blue"
"Atlantic Beach";"North Carolina";"Carteret";37031;34.701;-76.7407;1492;265668;35.0;85.0;109;67;57.3;7.6;"red"
"Atlantic City";"New Jersey";"Atlantic";34001;39.3795;-74.4524;38735;115000;24.6;82.2;94;71;47.1;16.5;"blue"
"Atlantic Highlands";"New Jersey";"Monmouth";34025;40.4112;-74.0297;4295;401000;24.6;82.2;94;71;47.1;16.5;"red"
"Atlantis";"Florida";"Palm Beach";12099;26.5961;-80.1032;2122;361909;49.8;90.2;101;72;54.5;0.0;"blue"
"Atmore";"Alabama";"Escambia";1053;31.0927;-87.4763;10022;83827;38.0;90.0;99;68;62.7;1.6;"red"
"Attalla";"Alabama";"Etowah";1055;34.0049;-86.104;5865;61817;36.6;89.6;99;68;58.3;1.6;"red"
"Attica";"Ohio";"Seneca";39147;41.0634;-82.8874;874;80458;22.6;81.9;72;68;39.1;27.5;"red"
"Attleboro";"Massachusetts";"Bristol";25005;41.9311;-71.295;44434;304398;19.2;77.8;98;67;47.4;43.8;"blue"
"Atwater";"California";"Merced";6047;37.3543;-120.5981;29270;256078;42.6;79.8;146;69;22.2;0.0;"blue"
"Atwater";"Minnesota";"Kandiyohi";27067;45.1356;-94.7772;1120;112933;4.1;77.6;95;66;27.3;54.0;"red"
"Atwood";"Tennessee";"Carroll";47017;35.975;-88.6684;921;64073;28.5;86.5;102;68;54.2;6.3;"red"
"Aubrey";"Texas";"Denton";48121;33.3029;-96.9843;3383;190531;39.8;93.0;135;65;28.9;1.5;"red"
"Auburn";"Alabama";"Lee";1081;32.6084;-85.4897;63118;240748;35.0;89.0;99;68;53.6;1.6;"red"
"Auburn";"California";"Placer";6061;38.8948;-121.0778;13963;447403;42.6;79.8;146;69;22.2;0.0;"red"
"Auburn";"Georgia";"Barrow";13013;34.0151;-83.8316;7603;159109;35.8;89.0;112;68;50.7;0.7;"red"
"Auburn";"Illinois";"Sangamon";17167;39.5765;-89.7441;4752;110369;19.5;82.8;95;70;39.2;24.6;"red"
"Auburn";"Indiana";"DeKalb";18033;41.3666;-85.0559;13052;138444;21.4;83.1;88;70;41.7;25.9;"red"
"Auburn";"Kansas";"Shawnee";20177;38.9071;-95.8162;1212;174047;20.3;88.2;128;65;28.9;14.7;"red"
"Auburn";"Maine";"Androscoggin";23001;44.085;-70.2492;22948;147015;10.4;74.9;101;71;42.2;61.8;"red"
"Auburn";"Michigan";"Bay";26017;43.6022;-84.0758;2126;112243;15.0;76.6;71;72;32.8;51.1;"red"
"Auburn";"New York";"Cayuga";36011;42.9338;-76.5684;26821;92864;17.9;78.5;63;71;41.8;123.8;"red"
"Auburn";"Washington";"King";53033;47.3039;-122.2108;77472;17418;30.1;74.7;58;72;39.4;5.0;"blue"
"Auburn Hills";"Michigan";"Oakland";26125;42.6734;-83.2447;22795;165085;15.0;76.6;71;72;32.8;51.1;"blue"
"Auburndale";"Florida";"Polk";12105;28.0966;-81.8007;15540;158559;49.8;90.2;101;72;54.5;0.0;"red"
"Audubon";"Minnesota";"Becker";27005;46.863;-95.981;519;269318;4.1;77.6;95;66;27.3;54.0;"red"
"Audubon";"New Jersey";"Camden";34007;39.8906;-75.0723;8727;183958;24.6;82.2;94;71;47.1;16.5;"blue"
"Audubon Park";"Kentucky";"Jefferson";21111;38.205;-85.727;1505;253586;26.6;86.1;93;67;48.9;12.5;"blue"
"Augusta";"Kansas";"Butler";20015;37.6953;-96.9909;9321;116267;20.3;88.2;128;65;28.9;14.7;"red"
"Augusta";"Maine";"Kennebec";23011;44.3341;-69.7319;18494;132079;15.0;77.0;101;71;41.9;71.3;"red"
"Augusta";"Michigan";"Kalamazoo";26077;42.3379;-85.3524;903;137567;15.0;76.6;71;72;32.8;51.1;"blue"
"Ault";"Colorado";"Weld";8123;40.5835;-104.734;1683;284093;12.2;81.3;136;47;15.9;19.1;"red"
"Aumsville";"Oregon";"Marion";41047;44.8462;-122.8698;4059;238305;29.0;76.7;68;72;27.4;3.0;"red"
"Aurora";"Colorado";"Adams";8001;39.7085;-104.7274;361710;73058;12.2;81.3;136;47;15.9;19.1;"blue"
"Aurora";"Illinois";"Kane";17089;41.7638;-88.2901;201110;39596;18.0;82.0;95;70;37.7;27.1;"blue"
"Aurora";"Indiana";"Dearborn";18029;39.0653;-84.905;3689;127356;21.4;83.1;88;70;41.7;25.9;"red"
"Aurora";"Minnesota";"St. Louis";27137;47.531;-92.2401;1654;77721;4.1;77.6;95;66;27.3;54.0;"blue"
"Aurora";"Missouri";"Lawrence";29109;36.968;-93.7199;7507;95195;23.2;86.6;115;67;42.2;17.0;"red"
"Aurora";"Ohio";"Portage";39133;41.3118;-81.345;15876;263633;22.6;81.9;72;68;39.1;27.5;"red"
"Aurora";"Oregon";"Marion";41047;45.2286;-122.7572;1008;475926;29.0;76.7;68;72;27.4;3.0;"red"
"Austin";"Arkansas";"Lonoke";5085;35.0072;-91.9892;3722;127978;31.0;89.9;123;67;50.6;5.2;"red"
"Austin";"Indiana";"Scott";18143;38.7417;-85.8118;4139;60133;21.4;83.1;88;70;41.7;25.9;"red"
"Austin";"Minnesota";"Mower";27099;43.672;-92.9744;24720;90063;4.1;77.6;95;66;27.3;54.0;"red"
"Austin";"Texas";"Travis";48453;30.3038;-97.7545;947890;167132;43.0;95.0;135;67;34.2;1.5;"blue"
"Autaugaville";"Alabama";"Autauga";1001;32.4321;-86.6582;854;72393;36.6;89.6;99;68;58.3;1.6;"red"
"Autryville";"North Carolina";"Sampson";37163;34.9965;-78.6412;198;113775;30.9;84.8;109;67;50.3;7.6;"red"
"Auxvasse";"Missouri";"Callaway";29027;39.0174;-91.8958;985;143781;23.2;86.6;115;67;42.2;17.0;"red"
"Avalon";"California";"Los Angeles";6037;33.3338;-118.3317;3767;631756;42.6;79.8;146;69;22.2;0.0;"blue"
"Avalon";"New Jersey";"Cape May";34009;39.0906;-74.7357;1279;1354143;24.6;82.2;94;71;47.1;16.5;"red"
"Aventura";"Florida";"Miami-Dade";12086;25.9566;-80.1371;37724;328757;49.8;90.2;101;72;54.5;0.0;"blue"
"Avilla";"Indiana";"Noble";18113;41.3641;-85.2344;2411;125687;21.4;83.1;88;70;41.7;25.9;"red"
"Avoca";"New York";"Steuben";36101;42.4096;-77.4222;914;78717;17.9;78.5;63;71;41.8;123.8;"red"
"Avoca";"Pennsylvania";"Luzerne";42079;41.3381;-75.7423;2614;71972;21.0;81.2;87;65;42.9;28.2;"red"
"Avon";"Colorado";"Eagle";8037;39.6448;-106.5138;6525;607896;12.2;81.3;136;47;15.9;19.1;"blue"
"Avon";"Illinois";"Fulton";17057;40.662;-90.4351;751;41480;19.5;82.8;95;70;39.2;24.6;"red"
"Avon";"Indiana";"Hendricks";18063;39.7604;-86.3916;16960;192659;21.4;83.1;88;70;41.7;25.9;"red"
"Avon";"New York";"Livingston";36051;42.9129;-77.7464;3290;151941;17.9;78.5;63;71;41.8;123.8;"red"
"Avon";"Ohio";"Lorain";39093;41.4485;-82.0187;22805;280495;22.6;81.9;72;68;39.1;27.5;"red"
"Avon Lake";"Ohio";"Lorain";39093;41.4945;-82.016;23659;250642;22.6;81.9;72;68;39.1;27.5;"red"
"Avon Park";"Florida";"Highlands";12055;27.5934;-81.5086;10259;102180;49.0;92.0;101;72;50.8;0.0;"red"
"Avondale";"Arizona";"Maricopa";4013;33.3858;-112.3236;82881;217722;33.0;94.8;193;39;13.6;0.3;"red"
"Avondale";"Pennsylvania";"Chester";42029;39.8248;-75.7819;1394;370332;21.0;81.2;87;65;42.9;28.2;"blue"
"Avondale Estates";"Georgia";"DeKalb";13089;33.7698;-84.2647;3150;339456;35.8;89.0;112;68;50.7;0.7;"blue"
"Avonmore";"Pennsylvania";"Westmoreland";42129;40.5272;-79.4694;973;76289;21.0;81.2;87;65;42.9;28.2;"red"
"Awendaw";"South Carolina";"Charleston";45019;32.9824;-79.646;1384;391048;35.4;88.3;115;67;49.8;0.5;"blue"
"Ayden";"North Carolina";"Pitt";37147;35.4697;-77.4187;5191;78611;30.9;84.8;109;67;50.3;7.6;"blue"
"Aynor";"South Carolina";"Horry";45051;34.0001;-79.2071;763;120202;35.4;88.3;115;67;49.8;0.5;"red"
"Azle";"Texas";"Tarrant";48439;32.8954;-97.5379;12064;184541;39.8;93.0;135;65;28.9;1.5;"red"
"Azusa";"California";"Los Angeles";6037;34.1386;-117.9124;49628;453397;42.6;79.8;146;69;22.2;0.0;"blue"
"Babylon";"New York";"Suffolk";36103;40.6949;-73.3271;12079;397080;17.9;78.5;63;71;41.8;123.8;"red"
"Backus";"Minnesota";"Cass";27021;46.8209;-94.5147;248;136095;4.1;77.6;95;66;27.3;54.0;"red"
"Bad Axe";"Michigan";"Huron";26063;43.804;-82.9984;2980;91343;15.0;76.6;71;72;32.8;51.1;"red"
"Baden";"Pennsylvania";"Beaver";42007;40.6396;-80.2228;3998;114299;21.0;81.2;87;65;42.9;28.2;"red"
"Bailey";"North Carolina";"Nash";37127;35.7805;-78.1129;568;115870;30.9;84.8;109;67;50.3;7.6;"red"
"Bainbridge";"Georgia";"Decatur";13087;30.9046;-84.5722;12274;97477;35.8;89.0;112;68;50.7;0.7;"red"
"Bainbridge";"Indiana";"Putnam";18133;39.7616;-86.8117;745;124928;21.4;83.1;88;70;41.7;25.9;"red"
"Bainbridge";"New York";"Chenango";36017;42.2974;-75.4808;1331;95706;17.9;78.5;63;71;41.8;123.8;"red"
"Bainbridge";"Ohio";"Ross";39141;39.2265;-83.2695;851;81752;22.6;81.9;72;68;39.1;27.5;"red"
"Bainbridge Island";"Washington";"Kitsap";53035;47.6439;-122.5434;24404;809492;30.1;74.7;58;72;39.4;5.0;"blue"
"Baker";"Louisiana";"East Baton Rouge";22033;30.5833;-91.1578;13628;122528;41.0;90.8;101;74;60.1;0.0;"blue"
"Baker City";"Oregon";"Baker";41001;44.7749;-117.832;9770;115829;29.0;76.7;68;72;27.4;3.0;"red"
"Bakersfield";"California";"Kern";6029;35.3528;-119.0354;376380;66709;40.0;94.0;272;53;191.0;0.0;"red"
"Bal Harbour";"Florida";"Miami-Dade";12086;25.8935;-80.1258;3050;1145318;49.8;90.2;101;72;54.5;0.0;"blue"
"Balch Springs";"Texas";"Dallas";48113;32.7194;-96.615;25017;149950;39.8;93.0;135;65;28.9;1.5;"blue"
"Bald Head Island";"North Carolina";"Brunswick";37019;33.866;-77.9864;175;724383;30.9;84.8;109;67;50.3;7.6;"red"
"Baldwin";"Georgia";"Habersham";13137;34.4864;-83.5492;3304;129048;35.8;89.0;112;68;50.7;0.7;"red"
"Baldwin";"Pennsylvania";"Allegheny";42003;40.3691;-79.9668;19734;135091;21.0;81.2;87;65;42.9;28.2;"blue"
"Baldwin";"Wisconsin";"St. Croix";55109;44.9543;-92.3708;3974;179503;10.4;77.8;89;71;32.6;50.9;"red"
"Baldwin City";"Kansas";"Douglas";20045;38.7782;-95.188;4677;195074;20.3;88.2;128;65;28.9;14.7;"blue"
"Baldwin Park";"California";"Los Angeles";6037;34.0829;-117.972;76464;451330;42.6;79.8;146;69;22.2;0.0;"blue"
"Baldwinsville";"New York";"Onondaga";36067;43.157;-76.3318;7605;135962;17.9;78.5;63;71;41.8;123.8;"blue"
"Ball Ground";"Georgia";"Cherokee";13057;34.3419;-84.3622;1909;209666;35.8;89.0;112;68;50.7;0.7;"red"
"Ballston Spa";"New York";"Saratoga";36091;43.0068;-73.8524;5319;223906;17.9;78.5;63;71;41.8;123.8;"red"
"Ballwin";"Missouri";"St. Louis";29189;38.5949;-90.5501;30313;279502;23.2;86.6;115;67;42.2;17.0;"blue"
"Balsam Lake";"Wisconsin";"Polk";55095;45.4584;-92.4529;980;191011;10.4;77.8;89;71;32.6;50.9;"red"
"Baltic";"Ohio";"Tuscarawas";39157;40.4443;-81.7019;786;120228;22.6;81.9;72;68;39.1;27.5;"red"
"Baltic";"South Dakota";"Minnehaha";46099;43.7603;-96.737;1152;185591;11.8;81.9;104;68;20.1;43.9;"red"
"Baltimore";"Maryland";"Baltimore (city)";24510;39.3051;-76.6144;614664;110146;26.0;85.0;105;64;41.9;20.2;"blue"
"Baltimore";"Ohio";"Fairfield";39045;39.8459;-82.6048;2973;188764;22.6;81.9;72;68;39.1;27.5;"red"
"Bandera";"Texas";"Bandera";48019;29.7253;-99.074;873;235736;39.8;93.0;135;65;28.9;1.5;"red"
"Bandon";"Oregon";"Coos";41011;43.1142;-124.4158;3134;238633;29.0;76.7;68;72;27.4;3.0;"red"
"Bangor";"Maine";"Penobscot";23019;44.8322;-68.7906;31985;139207;11.0;77.0;101;71;41.9;66.1;"red"
"Bangor";"Michigan";"Van Buren";26159;42.312;-86.1133;1845;69221;15.0;76.6;71;72;32.8;51.1;"red"
"Bangor";"Pennsylvania";"Northampton";42095;40.8679;-75.208;5190;129357;21.0;81.2;87;65;42.9;28.2;"red"
"Bangor";"Wisconsin";"La Crosse";55063;43.8919;-90.9889;1483;146391;10.4;77.8;89;71;32.6;50.9;"blue"
"Bangs";"Texas";"Brown";48049;31.7161;-99.1303;1584;76419;39.8;93.0;135;65;28.9;1.5;"red"
"Banks";"Oregon";"Washington";41067;45.6145;-123.1114;1987;374563;29.0;76.7;68;72;27.4;3.0;"blue"
"Banner Elk";"North Carolina";"Avery";37011;36.1588;-81.8677;1144;237946;21.0;75.0;109;67;49.5;38.7;"red"
"Banning";"California";"Riverside";6065;33.946;-116.8992;31026;255268;42.6;79.8;146;69;22.2;0.0;"blue"
"Bar Nunn";"Wyoming";"Natrona";56025;42.922;-106.3475;2785;234090;9.1;79.3;114;53;12.9;91.4;"red"
"Baraboo";"Wisconsin";"Sauk";55111;43.4696;-89.7378;12173;145662;10.4;77.8;89;71;32.6;50.9;"red"
"Barberton";"Ohio";"Summit";39153;41.0095;-81.6038;26120;73396;22.6;81.9;72;68;39.1;27.5;"blue"
"Barboursville";"West Virginia";"Cabell";54011;38.4061;-82.297;4262;118219;22.6;81.1;60;71;45.2;62.0;"red"
"Bardstown";"Kentucky";"Nelson";21179;37.8175;-85.455;13227;144132;26.6;86.1;93;67;48.9;12.5;"red"
"Bargersville";"Indiana";"Johnson";18081;39.5414;-86.2004;7213;165465;21.4;83.1;88;70;41.7;25.9;"red"
"Barker";"New York";"Niagara";36063;43.3282;-78.5535;510;128262;17.9;78.5;63;71;41.8;123.8;"red"
"Barling";"Arkansas";"Sebastian";5131;35.3285;-94.2794;4801;96545;31.0;89.9;123;67;50.6;5.2;"red"
"Barnegat Light";"New Jersey";"Ocean";34029;39.752;-74.1106;587;828340;24.6;82.2;94;71;47.1;16.5;"red"
"Barnesville";"Georgia";"Lamar";13171;33.0511;-84.1526;6696;67100;35.8;89.0;112;68;50.7;0.7;"red"
"Barnesville";"Minnesota";"Clay";27027;46.6499;-96.4164;2576;171651;4.1;77.6;95;66;27.3;54.0;"red"
"Barnesville";"Ohio";"Belmont";39013;39.9888;-81.1728;4111;81471;22.6;81.9;72;68;39.1;27.5;"red"
"Barneveld";"Wisconsin";"Iowa";55049;43.0118;-89.8972;1226;205938;10.4;77.8;89;71;32.6;50.9;"blue"
"Barnum";"Minnesota";"Carlton";27017;46.5053;-92.6886;603;150416;4.1;77.6;95;66;27.3;54.0;"blue"
"Barre";"Vermont";"Washington";50023;44.1997;-72.5083;8710;160172;10.1;76.1;58;67;42.7;81.2;"blue"
"Barrington";"Illinois";"Cook";17031;42.1516;-88.128;10312;414407;19.5;82.8;95;70;39.2;24.6;"blue"
"Barrington";"New Jersey";"Camden";34007;39.8689;-75.0514;6792;180189;24.6;82.2;94;71;47.1;16.5;"blue"
"Barrington Hills";"Illinois";"Cook";17031;42.1399;-88.2034;4221;717372;19.5;82.8;95;70;39.2;24.6;"blue"
"Barron";"Wisconsin";"Barron";55005;45.4016;-91.8472;3311;111737;10.4;77.8;89;71;32.6;50.9;"red"
"Barryton";"Michigan";"Mecosta";26107;43.7505;-85.1436;359;56327;15.0;76.6;71;72;32.8;51.1;"red"
"Barstow";"California";"San Bernardino";6071;34.8655;-117.0464;23835;125910;42.6;79.8;146;69;22.2;0.0;"blue"
"Bartlesville";"Oklahoma";"Washington";40147;36.7356;-95.9451;36647;90055;26.0;91.0;139;63;40.4;13.8;"red"
"Bartlett";"Illinois";"Cook";17031;41.9804;-88.2074;41178;272423;19.5;82.8;95;70;39.2;24.6;"blue"
"Bartlett";"Tennessee";"Shelby";47157;35.2337;-89.8195;58622;188812;28.5;86.5;102;68;54.2;6.3;"blue"
"Bartlett";"Texas";"Williamson";48491;30.795;-97.4324;2752;139099;39.8;93.0;135;65;28.9;1.5;"red"
"Barton";"Maryland";"Allegany";24001;39.5323;-79.0171;431;45572;27.2;84.2;105;64;44.5;20.2;"red"
"Bartonville";"Illinois";"Peoria";17143;40.6397;-89.6608;6332;79470;19.5;82.8;95;70;39.2;24.6;"blue"
"Bartow";"Florida";"Polk";12105;27.8862;-81.8212;19499;180000;52.0;91.0;101;72;52.1;0.0;"red"
"Basalt";"Colorado";"Eagle";8037;39.3663;-107.0412;3921;652704;12.2;81.3;136;47;15.9;19.1;"blue"
"Basehor";"Kansas";"Leavenworth";20103;39.1341;-94.9324;5651;228370;20.3;88.2;128;65;28.9;14.7;"red"
"Basile";"Louisiana";"Evangeline";22039;30.4855;-92.601;1812;71091;41.0;90.8;101;74;60.1;0.0;"red"
"Bastrop";"Texas";"Bastrop";48021;30.1112;-97.3159;8519;192220;39.8;93.0;135;65;28.9;1.5;"red"
"Batavia";"Illinois";"Kane";17089;41.849;-88.3089;26391;289108;19.5;82.8;95;70;39.2;24.6;"blue"
"Batavia";"New York";"Genesee";36037;42.9987;-78.1802;14801;101979;17.9;78.5;63;71;41.8;123.8;"red"
"Batavia";"Ohio";"Clermont";39025;39.0813;-84.1765;1650;160637;22.6;81.9;72;68;39.1;27.5;"red"
"Batesville";"Arkansas";"Independence";5063;35.7687;-91.6226;10740;96688;31.0;89.9;123;67;50.6;5.2;"red"
"Bath";"Maine";"Sagadahoc";23023;43.9346;-69.8346;8303;174720;10.4;74.9;101;71;42.2;61.8;"blue"
"Bath";"New York";"Steuben";36101;42.3363;-77.3179;5588;93003;17.9;78.5;63;71;41.8;123.8;"red"
"Bath";"Pennsylvania";"Northampton";42095;40.7279;-75.3919;2672;164057;21.0;81.2;87;65;42.9;28.2;"red"
"Baton Rouge";"Louisiana";"East Baton Rouge";22033;30.4422;-91.1314;227715;38315;43.0;92.0;218;74;99.0;0.0;"blue"
"Battle Creek";"Michigan";"Calhoun";26025;42.2985;-85.2295;51534;79971;17.0;81.0;71;72;33.2;58.1;"red"
"Battle Ground";"Indiana";"Tippecanoe";18157;40.507;-86.852;1922;155329;21.4;83.1;88;70;41.7;25.9;"red"
"Battle Ground";"Washington";"Clark";53011;45.7763;-122.5415;20110;379939;30.1;74.7;58;72;39.4;5.0;"blue"
"Battle Lake";"Minnesota";"Otter Tail";27111;46.286;-95.7172;888;246435;4.1;77.6;95;66;27.3;54.0;"red"
"Battlefield";"Missouri";"Greene";29077;37.119;-93.3683;6050;157467;23.2;86.6;115;67;42.2;17.0;"red"
"Baxter";"Iowa";"Jasper";19099;41.8252;-93.1525;1110;156889;13.5;82.8;105;67;34.0;34.9;"red"
"Baxter";"Minnesota";"Crow Wing";27035;46.342;-94.28;8198;203633;4.1;77.6;95;66;27.3;54.0;"red"
"Baxter";"Tennessee";"Putnam";47141;36.1533;-85.6353;1406;126626;28.5;86.5;102;68;54.2;6.3;"red"
"Bay City";"Michigan";"Bay";26017;43.5903;-83.8886;33511;59950;15.0;76.6;71;72;32.8;51.1;"red"
"Bay City";"Oregon";"Tillamook";41057;45.5216;-123.8858;1360;226708;29.0;76.7;68;72;27.4;3.0;"red"
"Bay City";"Texas";"Matagorda";48321;28.9816;-95.9603;17809;137204;39.8;93.0;135;65;28.9;1.5;"red"
"Bay Harbor Islands";"Florida";"Miami-Dade";12086;25.8878;-80.1335;5975;297151;49.8;90.2;101;72;54.5;0.0;"blue"
"Bay Head";"New Jersey";"Ocean";34029;40.07;-74.048;978;1296521;24.6;82.2;94;71;47.1;16.5;"red"
"Bay Minette";"Alabama";"Baldwin";1003;30.8938;-87.7912;9312;128167;40.0;89.0;99;68;68.9;1.6;"red"
"Bay Village";"Ohio";"Cuyahoga";39035;41.4851;-81.9315;15328;246742;22.6;81.9;72;68;39.1;27.5;"blue"
"Bayonne";"New Jersey";"Hudson";34017;40.6659;-74.1141;66238;366440;24.6;82.2;94;71;47.1;16.5;"blue"
"Bayport";"Minnesota";"Washington";27163;45.0169;-92.7831;3426;251957;4.1;77.6;95;66;27.3;54.0;"blue"
"Bayside";"Wisconsin";"Milwaukee";55079;43.1827;-87.9016;4398;349880;10.4;77.8;89;71;32.6;50.9;"blue"
"Baytown";"Texas";"Harris";48201;29.7607;-94.9628;75992;13300;39.8;93.0;135;65;28.9;1.5;"blue"
